1/4/20,games,Roblox,1,ios
1/4/20,games,Candy Crush Saga,3,ios
1/4/20,games,Clash of Clans,5,ios
1/4/20,games,Toon Blast,7,ios
1/4/20,games,DRAGON BALL Z DOKKAN BATTLE,9,ios
1/4/20,games,Homescapes,11,ios
1/4/20,games,Gardenscapes,13,ios
1/4/20,games,Fortnite,15,ios
1/4/20,games,Slotomaniaâ„¢ Vegas Casino Slots,17,ios
1/4/20,games,PUBG MOBILE,19,ios
1/4/20,games,Candy Crush Soda Saga,21,ios
1/4/20,games,PokÃ©mon GO,23,ios
1/4/20,games,Episode - Choose Your Story,25,ios
1/4/20,games,Coin Master,27,ios
1/4/20,games,Fate/Grand Order (English),29,ios
1/4/20,games,Merge Dragons!,31,ios
1/4/20,games,Toy Blast,33,ios
1/4/20,games,DoubleDown Casino Slots Games,35,ios
1/4/20,games,MARVEL Contest of Champions,37,ios
1/4/20,games,Guns of Glory: Empires Conquer,39,ios
1/4/20,games,Call of DutyÂ®: Mobile,41,ios
1/4/20,games,Jackpot Party - Casino Slots,43,ios
1/4/20,games,Matchington Mansion,45,ios
1/4/20,games,Game of Thrones: Conquestâ„¢,47,ios
1/4/20,games,Cashman Casino Vegas Slot Game,49,ios
1/4/20,games,RAID: Shadow Legends,51,ios
1/4/20,games,Design Home,53,ios
1/4/20,games,World Series of Poker - WSOP,55,ios
1/4/20,games,Minecraft,57,ios
1/4/20,games,Casino Slots - House of Funâ„¢,59,ios
1/4/20,games,Fishdom,61,ios
1/4/20,games,Wordscapes,63,ios
1/4/20,games,DRAGON BALL LEGENDS,65,ios
1/4/20,games,Bingo Blitzâ„¢ - Bingo Games,67,ios
1/4/20,games,Empires & Puzzles Epic Match 3,69,ios
1/4/20,games,Star Warsâ„¢: Galaxy of Heroes,71,ios
1/4/20,games,Lords Mobile: War Kingdom,73,ios
1/4/20,games,Cash Frenzy - Slots Casino,75,ios
1/4/20,games,Township: Farm & City Building,77,ios
1/4/20,games,Clash Royale,79,ios
1/4/20,games,Big Fish Casino: Slots & Games,81,ios
1/4/20,games,Rise of Kingdoms,83,ios
1/4/20,games,AFK Arena,85,ios
1/4/20,games,MADDEN NFL MOBILE FOOTBALL,87,ios
1/4/20,games,YahtzeeÂ® with Buddies Dice,89,ios
1/4/20,games,Kim Kardashian: Hollywood,91,ios
1/4/20,games,8 Ball Poolâ„¢,93,ios
1/4/20,games,POP! Slots â„¢ Vegas Casino Game,95,ios
1/4/20,games,Mario Kart Tour,97,ios
1/4/20,games,King of Avalon: Dragon Warfare,99,ios
1/4/20,social-networking,LinkedIn: Network & Job Finder,1,ios
1/4/20,social-networking,BIGO LIVE - Live Stream,3,ios
1/4/20,social-networking,Matchâ„¢ - #1 Dating App,5,ios
1/4/20,social-networking,IMVU: 3D Avatar Creator & Chat,7,ios
1/4/20,social-networking,Zoosk: Find Your Next Romance,9,ios
1/4/20,social-networking,Life360: Find Family & Friends,11,ios
1/4/20,social-networking,LiveMe â€“ Live Video Chat,13,ios
1/4/20,social-networking,Plenty of Fish Dating,15,ios
1/4/20,social-networking,Hily â€“ Dating App for Singles,17,ios
1/4/20,social-networking,"Tagged -Chill, Chat & Go Live!",19,ios
1/4/20,social-networking,Tango - Live Video Broadcasts,21,ios
1/4/20,social-networking,Clover Dating App,23,ios
1/4/20,social-networking,OkCupid: Online Dating App,25,ios
1/4/20,social-networking,Facebook,27,ios
1/4/20,social-networking,"MeetMe - Go Live, Chat & Meet",29,ios
1/4/20,social-networking,Grindr - Gay chat,31,ios
1/4/20,social-networking,Yubo - Make new friends,33,ios
1/4/20,social-networking,Badoo â€” The Online Dating App,35,ios
1/4/20,social-networking,Discord,37,ios
1/4/20,social-networking,"Azar - Video Chat, Discover",39,ios
1/4/20,social-networking,Coco - Live Video Chat Coconut,41,ios
1/4/20,social-networking,"Taimi: LGBTQI+ Dating, Chat",43,ios
1/4/20,social-networking,HOLLA: live random video chat,45,ios
1/4/20,social-networking,BLK - Look. Match. Chat.,47,ios
1/4/20,social-networking,eharmony - Online Dating App,49,ios
1/4/20,social-networking,Text Me - Phone Call + Texting,51,ios
1/4/20,social-networking,Skype for iPhone,53,ios
1/4/20,social-networking,SCRUFF - Gay Dating & Chat,55,ios
1/4/20,social-networking,Chispa - Look. Match. Chat.,57,ios
1/4/20,social-networking,ä__ç_©ï_ˆå_Ÿè°Åæ˜¯åç§åº•Onlineï_‰,59,ios
1/4/20,social-networking,Skout â€” Meet New People,61,ios
1/4/20,social-networking,Reports+ for Instagram,63,ios
1/4/20,social-networking,ACE DATE - Live. Chat. Meet.,65,ios
1/4/20,social-networking,ASHLEY MADISON: Life Is Short.,67,ios
1/4/20,social-networking,Viber Messenger: Chats & Calls,69,ios
1/4/20,social-networking,Followers ins+ for Instagram,71,ios
1/4/20,social-networking,Monkey,73,ios
1/4/20,social-networking,Rondevo - Dating & Chat App,75,ios
1/4/20,social-networking,Second Texting Number,77,ios
1/4/20,social-networking,Celeb Voice Filter - Talkz,79,ios
1/4/20,social-networking,YouNow: Live Stream Video Chat,81,ios
1/4/20,social-networking,Mature Dating Network,83,ios
1/4/20,social-networking,Carpin - Find Family & Friends,85,ios
1/4/20,social-networking,Who -- Call&Chat,87,ios
1/4/20,social-networking,Highrise - Virtual World,89,ios
1/4/20,social-networking,Followly: Reports & Analytics,91,ios
1/4/20,social-networking,Fachat-Videochat with Stranger,93,ios
1/4/20,social-networking,Luxy- Selective Dating,95,ios
1/4/20,social-networking,SocialView for Instagram,97,ios
1/4/20,social-networking,HouseChat-Live Video Chat App,99,ios
1/4/20,shopping,OfferUp - Buy. Sell. Simple.,1,ios
1/4/20,shopping,letgo: Sell & Buy Used Stuff,3,ios
1/4/20,shopping,Marketplace - Buy and sell,5,ios
1/4/20,shopping,CARFAX Find Used Cars for Sale,7,ios
1/4/20,shopping,CLX for Craigslist,9,ios
1/4/20,shopping,Barcode Scanner - QR Scanner,11,ios
1/4/20,shopping,RageOn!,13,ios
1/4/20,shopping,Yard Sale Treasure Map,15,ios
1/4/20,shopping,Craigsafe for Craigslist,17,ios
1/4/20,shopping,LootBoy - Grab your loot!,19,ios
1/4/20,shopping,Cladwell,21,ios
1/4/20,shopping,Privault-Hide Private Photo.s Video.s HiCalculator,23,ios
1/4/20,shopping,Cool Fonts Â·,25,ios
1/4/20,shopping,Our Groceries Shopping List,27,ios
1/4/20,shopping,Penny Finder,29,ios
1/4/20,shopping,Pantry Check - Grocery List,31,ios
1/4/20,shopping,BRZO - Cars For Sale by Owner,33,ios
1/4/20,shopping,10000+ Wallpapers & Themes,35,ios
1/4/20,shopping,QSeer Coupon Reader,37,ios
1/4/20,shopping,My Movies 3 Pro - Movie & TV,39,ios
1/4/20,shopping,Swapit - Buy & Sell Used Stuff,41,ios
1/4/20,shopping,Color Call - Color Call App,43,ios
1/4/20,shopping,Web Recorder: video recorder for web game & pages,45,ios
1/4/20,shopping,Restocks Alerts by SuperCop,47,ios
1/4/20,shopping,Emoticons Keyboard Pro - Adult Emoji for Texting,49,ios
1/4/20,shopping,Pet Adopter: adopt pets,51,ios
1/4/20,shopping,Copr,53,ios
1/4/20,shopping,Pass2U Wallet - cards/coupons,55,ios
1/4/20,shopping,Microphone Mixer - Full Version,57,ios
1/4/20,shopping,HopUp- Airsoft Community,59,ios
1/4/20,shopping,Parcel - Delivery Tracking,61,ios
1/4/20,shopping,Pin.tt,63,ios
1/4/20,shopping,ParcelTrack - Package Tracker,65,ios
1/4/20,shopping,iKama - Sex Positions Guide,67,ios
1/4/20,shopping,Big Book of Kamasutra,69,ios
1/4/20,shopping,Coupon Binder,71,ios
1/4/20,shopping,Talking Emoji & Speaking Emoticons Icons Pro,73,ios
1/4/20,shopping,The Coupons App,75,ios
1/4/20,shopping,Discounts & Sales calculator,77,ios
1/4/20,shopping,Rockstar Original.,79,ios
1/4/20,shopping,My Movies 3 - Movie & TV,81,ios
1/4/20,shopping,Car Parts for Chrysler - ETK Spare Parts Diagrams,83,ios
1/4/20,shopping,Adult Emojis Icons Pro - Naughty Emoji Faces Stickers Keyboard Emoticons for Texting,85,ios
1/4/20,shopping,Chicmi,87,ios
1/4/20,shopping,My Book List - Library Manager,89,ios
1/4/20,shopping,ShopDrop Sample Sales,91,ios
1/4/20,shopping,Thumbies Snap,93,ios
1/4/20,shopping,Top Price Sales Tax Calculator,95,ios
1/4/20,shopping,Penny Hunter for dg penny item,97,ios
1/4/20,shopping,Smart Watch Notice Pro - Bluetooth Communication,99,ios
1/4/20,lifestyle,Tinder,1,ios
1/4/20,lifestyle,Bumble - Meet New People,3,ios
1/4/20,lifestyle,Hinge: Dating & Relationships,5,ios
1/4/20,lifestyle,Astrology & Palmistry Coach,7,ios
1/4/20,lifestyle,Hudâ„¢ - #1 Hookup App,9,ios
1/4/20,lifestyle,Coffee Meets Bagel Dating App,11,ios
1/4/20,lifestyle,Care.com: Hire Babysitters,13,ios
1/4/20,lifestyle,The League: Intelligent Dating,15,ios
1/4/20,lifestyle,Live Wallpaper 4K,17,ios
1/4/20,lifestyle,LivU â€“ Live Video Chat,19,ios
1/4/20,lifestyle,Roomster: Roommates & Rooms,21,ios
1/4/20,lifestyle,Care.com Caregiver: Find Jobs,23,ios
1/4/20,lifestyle,Pure anonymous hookup chat 18+,25,ios
1/4/20,lifestyle,Zodiac Master Plus - Palm Scan,27,ios
1/4/20,lifestyle,Pray.com,29,ios
1/4/20,lifestyle,Parental Control App - OurPact,31,ios
1/4/20,lifestyle,Precious - Baby Photo Art,33,ios
1/4/20,lifestyle,SaferKid Text Monitoring App,35,ios
1/4/20,lifestyle,Dil Mil - South Asian dating,37,ios
1/4/20,lifestyle,Nebula: Horoscope & Astrology,39,ios
1/4/20,lifestyle,YI Home,41,ios
1/4/20,lifestyle,Cricut Design Space,43,ios
1/4/20,lifestyle,Tile - Find lost keys & phone,45,ios
1/4/20,lifestyle,OPixels - Cartoon Photo Editor,47,ios
1/4/20,lifestyle,Zodiac Touch - psychic reading,49,ios
1/4/20,lifestyle,Text Free: Texting + Calling,51,ios
1/4/20,lifestyle,AT&T Secure Familyâ„¢,53,ios
1/4/20,lifestyle,Hippo - Live Video Chat,55,ios
1/4/20,lifestyle,Live Wallpapers Now,57,ios
1/4/20,lifestyle,Daily Horoscope PlusÂ® 2019,59,ios
1/4/20,lifestyle,Purple Ocean Psychic Readings,61,ios
1/4/20,lifestyle,HER: Lesbian Dating & Chat App,63,ios
1/4/20,lifestyle,Lovebird - Quality Dating,65,ios
1/4/20,lifestyle,Day One Journal,67,ios
1/4/20,lifestyle,Adult Affair Finder - Yboo,69,ios
1/4/20,lifestyle,"Astroline astrology, horoscope",71,ios
1/4/20,lifestyle,Mutual - LDS Dating,73,ios
1/4/20,lifestyle,Feeld: For Couples & Singles,75,ios
1/4/20,lifestyle,Keen: Psychic Reading & Tarot.,77,ios
1/4/20,lifestyle,happn â€” Dating app,79,ios
1/4/20,lifestyle,"Wild: Hook Up, Meet & Dating",81,ios
1/4/20,lifestyle,Cool Memes Stickers,83,ios
1/4/20,lifestyle,"Anonymous Chat Rooms, Dating",85,ios
1/4/20,lifestyle,Followers' Tags Plus,87,ios
1/4/20,lifestyle,Noonlight: Feel Protected 24/7,89,ios
1/4/20,lifestyle,Fortunescope: Palm Reader 2019,91,ios
1/4/20,lifestyle,"illus - Cartoon, Hair salon",93,ios
1/4/20,lifestyle,mSpy Lite Phone Family Tracker,95,ios
1/4/20,lifestyle,Future Baby & Palm Reader,97,ios
1/4/20,lifestyle,Momentum Smart Home,99,ios
1/4/20,finance,QuickBooks Self-Employed,1,ios
1/4/20,finance,MileIQ: Mileage Tracker & Log,3,ios
1/4/20,finance,EveryDollar Easy Budgeting App,5,ios
1/4/20,finance,YNAB (You Need A Budget),7,ios
1/4/20,finance,Everlance: Mileage & Expenses,9,ios
1/4/20,finance,Truebill Budget & Bill Tracker,11,ios
1/4/20,finance,Experian Credit Report,13,ios
1/4/20,finance,Futures: Gold and Oil Tracker,15,ios
1/4/20,finance,VectorVest Stock Advisory,17,ios
1/4/20,finance,Stocks Alerter,19,ios
1/4/20,finance,Investor's Business Daily,21,ios
1/4/20,finance,"Hurdlr Mileage, Expenses & Tax",23,ios
1/4/20,finance,Coin Stats - Crypto Portfolio,25,ios
1/4/20,finance,Seeking Alpha: News & Analysis,27,ios
1/4/20,finance,Credit Sesame,29,ios
1/4/20,finance,Technical Prosperity,31,ios
1/4/20,finance,Connected Investors,33,ios
1/4/20,finance,Goodbudget Budget Planner,35,ios
1/4/20,finance,TSP Tips,37,ios
1/4/20,finance,ServerLife - Tip Tracker,39,ios
1/4/20,finance,SherpaShare - Driver Assistant,41,ios
1/4/20,finance,Super Stocks with Options,43,ios
1/4/20,finance,Yahoo Finance,45,ios
1/4/20,finance,TheStreet â€“ Investing News,47,ios
1/4/20,finance,Mvelopes,49,ios
1/4/20,finance,Bill Organizer,51,ios
1/4/20,finance,Gridwise - Rideshare Assistant,53,ios
1/4/20,finance,PocketGuard: Money & Budgeting,55,ios
1/4/20,finance,Daily Budget Original,57,ios
1/4/20,finance,Foreceipt Receipt Tracker App,59,ios
1/4/20,finance,Bills Organizer & Reminder,61,ios
1/4/20,finance,RoosterMoney Allowance Manager,63,ios
1/4/20,finance,DealCheck: Analyze Real Estate,65,ios
1/4/20,finance,MyWallSt: Invest in Stocks,67,ios
1/4/20,finance,TipRanks Investment Ideas,69,ios
1/4/20,finance,The Stock Whisperer,71,ios
1/4/20,finance,MoneyWiz 3 - Personal Finance,73,ios
1/4/20,finance,Spending Tracker,75,ios
1/4/20,finance,Forex Signals - Daily Tips,77,ios
1/4/20,finance,Poker Income Ultimate,79,ios
1/4/20,finance,Banktivity: Personal Finance,81,ios
1/4/20,finance,Checkbook - Account Tracker,83,ios
1/4/20,finance,TipSee Tip Tracker App,85,ios
1/4/20,finance,Currency Heatwave:  Forex Tool,87,ios
1/4/20,finance,Balance My Checkbook,89,ios
1/4/20,finance,Invstr: Play. Learn. Invest.,91,ios
1/4/20,finance,Allowance & Chores Bot,93,ios
1/4/20,finance,Fudget: Budget Planner Tracker,95,ios
1/4/20,finance,RYDAR,97,ios
1/4/20,finance,Fuelly: MPG & Service Tracker,99,ios
1/4/20,kids,Epic! - Kidsâ€™ Books and Videos,1,ios
1/4/20,kids,HOMER Reading: Learn to Read,3,ios
1/4/20,kids,ABCmouse.com,5,ios
1/4/20,kids,Noggin Preschool Learning App,7,ios
1/4/20,kids,Kiddopia - ABC Toddler Games,9,ios
1/4/20,kids,Animal Jam - Play Wild!,11,ios
1/4/20,kids,Boomerang - Cartoons & Movies,13,ios
1/4/20,kids,Speech Blubs: Language Therapy,15,ios
1/4/20,kids,Toca Life: World,17,ios
1/4/20,kids,Amazon FreeTime Unlimited,19,ios
1/4/20,kids,Lingokids - English For Kids,21,ios
1/4/20,kids,Toca Hair Salon 3,23,ios
1/4/20,kids,Splash Math - Games for Kids,25,ios
1/4/20,kids,Barbie Dreamhouse Adventures,27,ios
1/4/20,kids,PlayKids - Learn Through Play,29,ios
1/4/20,kids,ABCya Games,31,ios
1/4/20,kids,Sago Mini World,33,ios
1/4/20,kids,World of Peppa Pig,35,ios
1/4/20,kids,Disney Coloring World,37,ios
1/4/20,kids,codeSpark Academy: Kids Coding,39,ios
1/4/20,kids,Kids Academy Talented & Gifted,41,ios
1/4/20,kids,Budge World - Kids Games & Fun,43,ios
